-1.69792e-07	-0.860569	1.30047	-1.69791e-07	-0.860569	1.30047	-1.69792e-07	-0.860569	1.30047	-1.69791e-07	-0.860569	1.30047	0.20199
-6.79167e-07	-0.86057	1.30047	-6.79167e-07	-0.86057	1.30047	-6.79167e-07	-0.860569	1.30047	-6.79167e-07	-0.860569	1.30047	0.20199
-1.52813e-06	-0.860571	1.30047	-1.52813e-06	-0.860571	1.30047	-1.52812e-06	-0.86057	1.30047	-1.52812e-06	-0.86057	1.30047	0.20199
-2.71667e-06	-0.860573	1.30047	-2.71667e-06	-0.860573	1.30047	-2.71667e-06	-0.860571	1.30047	-2.71667e-06	-0.860571	1.30047	0.20199
-4.24479e-06	-0.860575	1.30047	-4.24479e-06	-0.860575	1.30047	-4.24479e-06	-0.860572	1.30046	-4.24479e-06	-0.860572	1.30046	0.20199
-6.1125e-06	-0.860578	1.30047	-6.1125e-06	-0.860578	1.30047	-6.1125e-06	-0.860573	1.30046	-6.1125e-06	-0.860573	1.30046	0.20199
-8.3198e-06	-0.860581	1.30047	-8.3198e-06	-0.860581	1.30047	-8.31978e-06	-0.860574	1.30046	-8.31978e-06	-0.860574	1.30046	0.20199
-1.08667e-05	-0.860585	1.30047	-1.08667e-05	-0.860585	1.30047	-1.08667e-05	-0.860576	1.30045	-1.08667e-05	-0.860576	1.30045	0.20199
-1.37532e-05	-0.860589	1.30047	-1.37532e-05	-0.860589	1.30047	-1.37531e-05	-0.860578	1.30045	-1.37531e-05	-0.860578	1.30045	0.20199
-1.69792e-05	-0.860594	1.30047	-1.69792e-05	-0.860594	1.30047	-1.69791e-05	-0.86058	1.30044	-1.69791e-05	-0.86058	1.30044	0.20199
-2.05448e-05	-0.860599	1.30047	-2.05448e-05	-0.860599	1.30047	-2.05447e-05	-0.860582	1.30044	-2.05447e-05	-0.860582	1.30044	0.20199
-2.44501e-05	-0.860605	1.30047	-2.44501e-05	-0.860605	1.30047	-2.44499e-05	-0.860585	1.30043	-2.44499e-05	-0.860585	1.30043	0.20199
-2.86949e-05	-0.860611	1.30047	-2.86949e-05	-0.860611	1.30047	-2.86947e-05	-0.860588	1.30043	-2.86947e-05	-0.860588	1.30043	0.20199
-3.32793e-05	-0.860618	1.30047	-3.32793e-05	-0.860618	1.30047	-3.3279e-05	-0.860591	1.30042	-3.3279e-05	-0.860591	1.30042	0.20199
-3.82033e-05	-0.860625	1.30047	-3.82033e-05	-0.860625	1.30047	-3.82029e-05	-0.860594	1.30041	-3.82029e-05	-0.860594	1.30041	0.20199
-4.34669e-05	-0.860633	1.30047	-4.34669e-05	-0.860633	1.30047	-4.34664e-05	-0.860597	1.3004	-4.34664e-05	-0.860597	1.3004	0.20199
-4.90701e-05	-0.860641	1.30046	-4.90701e-05	-0.860641	1.30046	-4.90695e-05	-0.860601	1.3004	-4.90695e-05	-0.860601	1.3004	0.20199
-5.50129e-05	-0.86065	1.30046	-5.50129e-05	-0.86065	1.30046	-5.50121e-05	-0.860605	1.30039	-5.50121e-05	-0.860605	1.30039	0.20199
-6.12953e-05	-0.860659	1.30046	-6.12953e-05	-0.860659	1.30046	-6.12943e-05	-0.860609	1.30038	-6.12943e-05	-0.860609	1.30038	0.20199
-6.79173e-05	-0.860669	1.30046	-6.79173e-05	-0.860669	1.30046	-6.7916e-05	-0.860613	1.30037	-6.7916e-05	-0.860613	1.30037	0.20199
-7.48789e-05	-0.860679	1.30046	-7.48789e-05	-0.860679	1.30046	-7.48773e-05	-0.860618	1.30036	-7.48773e-05	-0.860618	1.30036	0.20199
-8.21801e-05	-0.86069	1.30046	-8.21801e-05	-0.86069	1.30046	-8.21782e-05	-0.860623	1.30035	-8.21782e-05	-0.860623	1.30035	0.20199
-8.98209e-05	-0.860701	1.30046	-8.98209e-05	-0.860701	1.30046	-8.98187e-05	-0.860628	1.30033	-8.98187e-05	-0.860628	1.30033	0.20199
